User,Text,Creation_Date,SCNLP_MC_Very_Negative,SCNLP_MC_Negative,SCNLP_MC_Neutral,SCNLP_MC_Positive,SCNLP_MC_Very_Positive,TB_MC_Polarity,TB_MC_Subjectivity,VD_MC_Positive,VD_MC_Compound,VD_MC_Neutral,VD_MC_Negative
Karthik_83,false news flashed today for yes bank. 2morrow it will be 20 percent down or may be more. please keep away.,2019-07-17 12:04:00,0.10502828322893999,0.6399266660488,0.21823117276405,0.027760635563669995,0.00905324239455,-0.018518518518518563,0.46296296296296297,0.218,0.6478,0.782,0.0
pthakur3,gap up opening will showed tomorrow but will not touch 123 level,2019-07-17 12:01:00,0.05407288264355,0.50797041760045,0.38191082523024,0.04654278718318,0.009503087342580001,0.0,0.0,0.0,0.0,1.0,0.0
khima,"if result positive, it will go up to 115 today after result.",2019-07-17 11:55:00,0.04834560491933999,0.3360194449364001,0.32757004190856,0.25361026467781,0.034454643557890005,0.2272727272727273,0.5454545454545454,0.247,0.5574,0.753,0.0
ksksat,guys for long term investment buy in small quantities. there is nothing to lose much at 105 levels but possible upside is there in the stock.,2019-07-17 11:55:00,0.10294475277406,0.58553524985523,0.25398813926645997,0.04480344467627,0.01272841342798,-0.025,0.5,0.061,0.1603,0.939,0.0
Truekiller,😃guys ...think and invest....👍👍👍best if luck all..buyers and sellers,2019-07-17 11:55:00,0.018038257412599998,0.057979161848569986,0.14554530054753,0.65523583484514,0.12320144534616001,0.0,0.0,0.273,0.4588,0.727,0.0
NewsToday,🤗🤗 Buy buy yes bank huge gape up tomorrow. superb results. target 150 in this week.,2019-07-17 11:55:00,0.05674780289071,0.32950814787533,0.41880728416453994,0.15899310879594,0.03594365627348,0.7000000000000001,0.95,0.412,0.8442,0.588,0.0
alchak1000,No bank is not yes bank. wait for future. bcz Gill is not money making pill. only time will make it wait. good expectation waiting,2019-07-17 11:55:00,0.06315064559360001,0.55791368697448,0.36699068360073,0.008823606816860001,0.00312137701434,0.2333333333333333,0.5750000000000001,0.099,-0.1426,0.7490000000000001,0.152
rash84,buy buy... despite weak result guidance looks promising..,2019-07-17 11:54:00,0.12160323229157001,0.5095681388703,0.25580573476632,0.09039751834177001,0.022625375730050003,-0.0875,0.5625,0.256,0.3412,0.7440000000000001,0.0
GURU_EQUITY,TOMORROW WE MAY SEE YES BANK TO BECOME NO BANK FOR TRAPPED INVESTORS.BE READY TO SEE 60-65 LEVELS SOON,2019-07-17 11:54:00,0.10529272641252,0.55625383875071,0.27380319992622,0.04718032884942,0.01746990606113,0.0,0.25,0.232,-0.1027,0.522,0.246
Patel_KD,"Quantity Traded 6,77,98,320..... Deliverable Quantity 1,77,32,105......... % of Deliverable Quantity to Traded Quantity 26.15%...",2019-07-17 11:54:00,0.06232550283782,0.30496725266593,0.3861757949822001,0.19873425457185998,0.0477971949422,0.0,0.0,0.0,0.0,1.0,0.0
dash2018,today intraday yes bank was able to cross over yday intraday high at @106 suggestive strength in its one day rally!! today if results are better than expectations then much possibility of hitting at @115 levels by eod,2019-07-17 11:54:00,0.029712666750920002,0.24926574308432,0.55309700139373,0.15047366364781,0.01745092512323,0.29,0.373,0.211,0.855,0.789,0.0
Sri89,100....95...105...nothing for yes bank..yes. wait for 2 to 3 months..it will trade between 150 to 200.,2019-07-17 11:53:00,0.09145657957754,0.49538447294244,0.32896698694676,0.06785420270599,0.01633775782726,0.0,0.0,0.172,0.4019,0.828,0.0
yogewh,the down fall has started now... see it below 100 soon...post results below 90,2019-07-17 11:45:00,0.051182692842410005,0.50198437927183,0.42890092132987,0.013785310865279999,0.00414669569061,-0.1555555555555556,0.2888888888888889,0.0,0.0,1.0,0.0
NvrSayNvr,all d-o-g-s came out to shout sell sell when the price fell today,2019-07-17 11:04:00,0.05474731115355,0.47372302978998,0.39040098130847,0.06894229764661,0.01218638010139,0.0,0.0,0.0,0.0,1.0,0.0
stocks30_2016,good time to invest in yes bank. after results price may go up,2019-07-17 11:04:00,0.00440963958018,0.00841132060918,0.044770818175339996,0.75338812724282,0.18902009439248998,0.7,0.6000000000000001,0.337,0.6808,0.6629999999999999,0.0
gp123,Results are very bad it fall to 90 in no time sell sell stay away of this stock.,2019-07-17 11:03:00,0.31555122099542,0.50805804877066,0.14490514153074,0.01842848668784,0.01305710201533,-0.9099999999999998,0.8666666666666667,0.0,-0.7178,0.728,0.272
Akshayakk,Operators game beware after some time it will go up just wait and watch.,2019-07-17 11:03:00,0.08111175487847,0.34833396937623,0.20100656665797,0.29184983751421995,0.07769787157311,-0.4,0.4,0.0,0.0,1.0,0.0
dangel,"For yes bank, Brokerages expect profit to fall by more than 80 percent YoY in June quarter.",2019-07-17 11:03:00,0.07777798200339997,0.6395472449170301,0.25603035551191,0.021569467483720003,0.005074950083930001,0.5,0.5,0.272,0.6808,0.728,0.0
index01,don`t don`t even buy before results declared...I m too in big loss...,2019-07-17 11:03:00,0.11365977756814,0.4797165630798,0.3762279880940701,0.023432786766729996,0.006962884491250001,0.0,0.1,0.0,0.0,1.0,0.0
Anand75,seriously it`s a trap.Morning it was2% up and now down..,2019-07-17 11:02:00,0.10944366989604,0.5459223189370499,0.26486232899114004,0.06260241331368001,0.017169268862089998,-0.2444444444444445,0.4777777777777778,0.0,-0.1779,0.825,0.175
pravinp3,Sell sell sell sell intraday target 78....... minimum 10 words,2019-07-17 11:02:00,0.02479046329896,0.101129527726,0.27644524139159,0.51092550140569,0.08670926617776,0.0,0.0,0.0,0.0,1.0,0.0
Dhibha75,Buy yes bank for immediate target of 115-118 buy on dip Hold for profit,2019-07-17 11:02:00,0.01181578187844,0.13639768993898,0.76795831353811,0.07827215214639,0.00555606249809,0.0,0.0,0.318,0.6808,0.682,0.0
_FZ,400 to 100 and what is their to book profit in yes bank. Management only know what is the future.,2019-07-17 11:02:00,0.02286655305728,0.15401969195865,0.54253001780211,0.25484859957882,0.02573513760314,0.0,0.5625,0.237,0.6808,0.763,0.0
navinjainj,block deal of rs 22.85 crore at 10:56pm @ 101.75. big block deal after a long time,2019-07-17 11:02:00,0.12390108256439,0.65493214978115,0.1824216522061,0.0269325841974,0.01181253125096,-0.025,0.25,0.0,-0.7003,0.691,0.309
stocker2019,"do not understand how can people comment that results will be positive, it just cannot be on positive side.. thats why the news waa blown out on getting investors, to minimise share downfall",2019-07-17 11:02:00,0.18797718943179,0.65709527290906,0.12934665429146,0.01616113730328,0.00941974606441,0.2272727272727273,0.5454545454545454,0.239,0.8555,0.7609999999999999,0.0
_rakesh,"crossing 21 D moving average , now next terget 50D 130 hope it will cross without hurdle",2019-07-17 11:02:00,0.11859814978397,0.56161307712596,0.18279089728457001,0.09906487528977999,0.03793300051572,-0.05,0.13333333333333333,0.172,0.4404,0.828,0.0
saga06,i want to buy this shares because the profit may be in future.,2019-07-17 11:02:00,0.09376007325761,0.45010878171533,0.367224499799,0.06442072761164,0.02448591761641,0.0,0.125,0.4270000000000001,0.6908,0.573,0.0
roak777,buy buy intraday target yes bank 112 easily good result expected,2019-07-17 11:01:00,0.04083903889629,0.40596977204971,0.50193602284739,0.04383780005546,0.0074173661511599985,0.3,0.5,0.5,0.7906,0.5,0.0
saahilsheikh,huge upside is coming guyssss enjoy the rain.......,2019-07-17 11:01:00,0.00390971398788,0.00813792555967,0.16873103573562,0.67983599024211,0.13938533447471,0.4,0.7,0.478,0.6705,0.522,0.0
Tota7575,I think we can expect a profit booking here....max to max downside rs.92......after that huge chance to touch 110...Jai Ma.,2019-07-17 10:57:00,0.12756817430314002,0.50256279356998,0.2348899415041,0.09365362098218,0.0413254696406,0.4000000000000001,0.9,0.31,0.6369,0.603,0.086
Amit789,"Keep strict stop loss because Yes Bank has Denied the yesteeday news of PE firm and said this was fake news, so it may go down.",2019-07-17 10:52:00,0.33874991426903,0.55769078373392,0.09482033185141,0.00353796066217,0.0052010094834799995,-0.28518518518518515,0.562962962962963,0.079,-0.7783,0.614,0.307
rockguy,Am afraid it may open gap down with LC as result are more bad than anticipated..,2019-07-17 10:35:00,0.18371078367952,0.5929518524333399,0.18583655369624,0.02646780950627,0.01103300068463,-0.19111111111111104,0.5711111111111111,0.0,-0.5849,0.7979999999999999,0.202
dhananjay94666,for safe game buy or sell only after result now it`s saturation limit of result.,2019-07-17 10:29:00,0.06565747527876,0.49117799317493,0.40281181640047997,0.034976840905919994,0.005375874239899999,0.033333333333333326,0.6333333333333333,0.172,0.4404,0.828,0.0
jv1,with out no news Kodak bank increased 35 today we are fighting yes bank if we it rise to 35 it`s festival,2019-07-17 10:27:00,0.031504302314330004,0.23703634273176,0.51723317209715,0.19073580745368998,0.02349037540307,0.0,0.0,0.269,0.5106,0.5720000000000001,0.158
coalcool,"don`t worry, presently no one willing to buy this prior results. they waited for so long and they wanted to wait till today. if quality result come in line of expectation or better than that. all of them will enter in yes bank. may be they ... ",2019-07-17 10:25:00,0.11327277201210001,0.52567041667914,0.32699770366065,0.02675259162041,0.0073065160277,0.14,0.33,0.104,0.128,0.8009999999999999,0.095
coolniks,hold for the result... wait for sometime and buy...,2019-07-17 10:24:00,0.05143983787888,0.27631490789382,0.33171869839533,0.28506737494919004,0.055459180882780006,0.0,0.0,0.0,0.0,1.0,0.0
profitmargin,don`t expect to much in short term... I am also invested and having huge loss.. but I will remain invested for long,2019-07-17 10:24:00,0.11817020237041,0.54822505136161,0.30080068652371,0.02541537932915,0.0073886804151300015,0.1166666666666667,0.5333333333333333,0.08,0.1655,0.92,0.0
AryanGowda,then stocks are ding amazing on the market and it is the approx lowest,2019-07-17 10:24:00,0.02926272644204,0.08577743989863001,0.11653618841402,0.59410006815639,0.17432357708893,0.6000000000000001,0.9,0.207,0.29600000000000004,0.652,0.141
Lko_user,"As per the Yes Bank on the press release, they will hire two top management leaders. Hope this will bring fortune to them.",2019-07-17 10:23:00,0.03959317642925,0.13740192285852001,0.11224586852714999,0.5980843304691701,0.11267470171591,0.5,0.5,0.27,0.7506,0.73,0.0
vishal2020,wait when nifty goes down ..traders can put sell in this counter....,2019-07-17 10:22:00,0.10931857213236,0.52735466976928,0.24185001041354998,0.09018377714869,0.03129297053612,-0.1555555555555556,0.2888888888888889,0.197,0.4019,0.8029999999999999,0.0
Bmtrix,yes acquiring shares of default company at dirt cheap will definitely help in reducing overall npa,2019-07-17 10:20:00,0.07447485639784,0.5649458037340601,0.30844588098916,0.042468942299069994,0.00966451657987,0.13333333333333333,0.4,0.435,0.7845,0.464,0.101
MR.PATRICK,don`t sell single share as only rumors by some channel only buy as much as can,2019-07-17 10:19:00,0.034366282834470005,0.26909898063529,0.6503462240896801,0.03986202743029,0.0063264850102800006,0.03214285714285715,0.6035714285714286,0.128,0.29600000000000004,0.872,0.0
_FZ,After result only fund raising info will come out. All going to see more positive news,2019-07-17 09:18:00,0.08044969909942999,0.65800056200567,0.24591027099333,0.011337229643030002,0.00430223825853,0.2424242424242425,0.6818181818181818,0.206,0.5984,0.794,0.0
Pratik706,heading to 98. DCB bank results were bad. stay away,2019-07-17 09:18:00,0.02212349305009,0.12699092470728002,0.53628280773981,0.28129200273241,0.03331077177041,-0.6999999999999998,0.6666666666666666,0.0,-0.5423,0.72,0.28
aks3047,"Yes bank MANAGEMENT never denied ET, they only said that they don`t want to comment on this, and they said that we don`t know how this is on media.",2019-07-17 09:17:00,0.2031131799844,0.57513061756089,0.20755148202853,0.00858756974099,0.00561715068519,0.0,1.0,0.198,0.6604,0.802,0.0
Hari Om Kumar,I am expecting decrease in the price so i want to sell it,2019-07-17 09:17:00,0.07742415777988,0.42068177395316,0.29415720961839004,0.16884462495957006,0.03889223368901002,0.0,0.0,0.14800000000000002,0.188,0.852,0.0
Karthik8,Yes bank result day inta day trade to c resu,2019-07-17 09:16:00,0.03013243019694,0.32895412629144,0.5592011107086899,0.07144041184916,0.01027192095377,0.0,0.0,0.252,0.4019,0.748,0.0
AKP1979,any hope from yes bank - will declare positive results? last year worst performance by Yes bank,2019-07-17 09:16:00,0.05171854207655,0.22374436277512,0.23777858882445,0.39908496415042,0.08767354217347,-0.2575757575757576,0.5373737373737374,0.441,0.7783,0.407,0.152
vishal2020,enjoy the rain. good opening. min 10 word. min min,2019-07-17 09:15:00,0.0016409056371400005,0.00373262555381,0.06091523084837,0.8347467453929,0.09896449256777,0.55,0.55,0.433,0.7269,0.5670000000000001,0.0
rohit2056,"As per my understanding Since yes bank is Future and options, there is no upper circuit or lower.",2019-07-17 09:14:00,0.05995235877653,0.52584321462591,0.31783199104308,0.08498428284358,0.0113881527109,0.0,0.0625,0.122,-0.1779,0.679,0.199
mursilmj,seems like reached its low and recovery possible hope to gain,2019-07-17 09:14:00,0.09118339724506,0.64957347703529,0.24817293947607,0.007221466836430002,0.00384871940716,0.0,0.65,0.557,0.7964,0.328,0.115
_FZ,Those who shorted yesterday already facing today heat. See the movement and who is taking all,2019-07-17 09:14:00,0.00273835402936,0.02193240284048,0.8792224291889301,0.09340620134698,0.00270061259424,0.0,0.0,0.0,0.0,1.0,0.0
rohit2056,with my limited knowledge I feel that the worst is over for yes bank in this quarter and hence they made enough provision. market expected bank to declare loss. NPA is not a new problem only for yes bank. it is there in every bank.,2019-07-17 09:11:00,0.4242536570063501,0.4336949890353301,0.11473462246924,0.00954774445959,0.01776898702949,-0.2066017316017316,0.5829004329004329,0.145,-0.1635,0.6990000000000001,0.157
dangel,jisko jo predict karna hai kare..ek baat pakki hai ki iss bank mai kuchh sahi nahi ho raha hai...,2019-07-17 09:10:00,0.09287586291085,0.4245412500391701,0.25133254309017,0.17671311053987,0.05453723341995,0.0,0.0,0.0,0.0,1.0,0.0
bkch,"Though I am not a big investor, I have only 4000 shares in my portfolio, I am confident that it would come out of wood.",2019-07-17 09:10:00,0.20220733259594,0.32262550649594,0.32751580655455,0.10868944149708,0.03896191285649,0.16666666666666666,0.6444444444444445,0.221,0.6597,0.779,0.0
bkch,This one is a sad realty and the earlier one was a fabrication of Rana Kapoor..,2019-07-17 09:08:00,0.10717840734228,0.60206141568438,0.26077369403967,0.02279180681799,0.00719467611567,-0.25,0.75,0.0,-0.4767,0.807,0.193
utkarsh1562,at this point of time result does not matter much matters only whether PE funds coming to this counter or not.hope they are coming.,2019-07-17 09:07:00,0.12650592371849,0.5988610865422199,0.22168861091239,0.0410188111128,0.0119255677141,0.1,0.6,0.0,-0.0382,0.911,0.08900000000000001
akiamrutiya,no doubt profit is down but net profit is 132cr appointment,2019-07-17 09:07:00,0.1715114303373,0.62972408870134,0.16454367591260002,0.02193655969884,0.01228424534992,-0.07777777777777779,0.14444444444444446,0.359,0.5346,0.433,0.207
Futureperfect,"In terms of asset quality, the gross non-performing assets (NPAs) of the bank swelled to 5.01 per cent of the gross advances at June-end this year, compared to 1.31 per cent in June 2018.",2019-07-17 09:05:00,0.22173873122645,0.6184037644403,0.1388959067509,0.01502223008258,0.005939367499760001,0.0,0.0,0.104,-0.4588,0.743,0.153
Basuk,"Here the most ridiculous thing is that, last qtr, the bank posted loss of 1500 crore then all.the boarders were very very upset. Fearing the stock price will fall down and that happend too. But this qtr. leaving the previous qtr figures asi... ",2019-07-17 09:05:00,0.36333594347082,0.42976224625051,0.11980988746182,0.03492529239223,0.05216663042462,0.017407407407407403,0.40203703703703697,0.0,-0.7394,0.825,0.175
utkarsh1562,kya hoga Rama re 120 or 80 . upper side chances are more,2019-07-17 09:01:00,0.10848687974911,0.5140267342618401,0.2499709947194,0.09217062894461996,0.03534476232504,0.25,0.25,0.141,0.2023,0.8590000000000001,0.0
kk_king_of_stock_market,"Yes Bank has come out clean.... in 3 years will be 500 plus., may open gap down but then recover and close in green",2019-07-17 08:58:00,0.0358397443245,0.13916644191767005,0.36925279287605,0.3759361960386,0.07980482484318,0.002777777777777775,0.4472222222222223,0.078,0.2144,0.922,0.0
tnkrao1712,"All negatives are already factored in, it it time for YES to move into normal ranges that is above 120.. let`s start fresh and spread positive vibes.",2019-07-17 08:37:00,0.16287141193052,0.5904556394903799,0.18666483854477,0.04005340475047,0.01995470528386,0.1693181818181818,0.4488636363636364,0.28,0.8531,0.72,0.0
rolandseq,"Tomorrow gapup open at 80, then 70, 60...get ready to fire 💥💥💥💥",2019-07-17 08:37:00,0.07188627720748,0.55143367702153,0.31115714382515997,0.05321499228806,0.012307909657769999,0.1,0.5,0.168,0.0258,0.6709999999999999,0.161
KK97,"Investors.. Just look at NPA OF icici, axis.. It`s similar n more in icici bank..",2019-07-17 08:35:00,0.024077968398189997,0.12141405694524005,0.58453151372551,0.23415060668226997,0.03582585424878,0.25,0.45,0.0,0.0,1.0,0.0
Hotshot1,"I am hedged in options , I just want a big move in either direction ....",2019-07-17 08:33:00,0.07406192891355999,0.32478382796269,0.29217820234613,0.25722492657205,0.05175111420557,0.0,0.1,0.106,0.0772,0.894,0.0
abhi1078,kal yes bank kitna upar niche ja sakta he. plz.koi batayega. ??,2019-07-17 08:30:00,0.03640460117086,0.26730939842707,0.57852674067118,0.10262612688274,0.015133132848149999,0.0,0.0,0.218,0.4696,0.782,0.0
Aubameyang,go to YouTube and search yes Bank q1 results and you will be surprised that most of the analysis saying that the results are good,2019-07-17 08:30:00,0.05517888198601,0.23300061942089004,0.27599870814071004,0.35489270155054,0.08092908890183999,0.4333333333333333,0.6666666666666666,0.254,0.7579,0.746,0.0
mk1806,Hey after the march results it fell to 165 levels and later fell to 85 in two months time factoring in all possible rumours. Now time to move up.,2019-07-17 08:28:00,0.43538421638424,0.36674656006817996,0.17855373245485998,0.010676837379399999,0.00863865371333,0.0,0.5,0.0,0.0,1.0,0.0
rohit2056,"yes buy and why not eveready, radiant and cocks and Kings are the known devil for the next quarter results and more may join in",2019-07-17 08:27:00,0.08899412422795,0.69440992494361,0.1846277387911,0.0249270094306,0.00704120260673,0.25,0.25,0.156,-0.4168,0.634,0.21
MK Soft,"full of negative comments. the result is as per expectation by many analysts. pl read comments in Economic times. total income is increased, retail deposit is increased. when the management is trying to show good governance by making enough... ",2019-07-17 08:26:00,0.059192944865239995,0.26665503637551,0.30989310014853005,0.29450649024047,0.06975242837024001,0.2071428571428572,0.5000000000000001,0.155,0.34,0.764,0.081
spicesingh,why compare last june quarter at that time share was 404 aur in current june quarter it is 100 why bad result please compare mar 19 where loss 1500 cr or in jun 19 profit 115 cr please advise,2019-07-17 08:19:00,0.23654111712321,0.6231076677681501,0.12577654623296,0.00883892446182,0.00573574441385,-0.2333333333333333,0.37777777777777777,0.2,0.4404,0.68,0.12
NewsToday,😂😂😜😜 First yesbank will open gape down around @80 then after gape Up around @120,2019-07-17 06:16:00,0.15417662469204002,0.6207196162281601,0.17595578182106,0.03198580990831,0.01716216735044,0.03148148148148147,0.3740740740740741,0.0,0.0,1.0,0.0
skumar_2018,strong panic down side carefull long trader use stop loss strictly. yesterday all high panic move . today down movement created,2019-07-17 06:16:00,0.12856700800676,0.5932101054356099,0.22449489765386,0.03664829905364,0.01707968985014,0.04644444444444441,0.4502222222222222,0.174,-0.7003,0.461,0.365
gopalmeena,what about rating agencies & Kotak sec. net loss estimate.,2019-07-17 06:16:00,0.03646679959019,0.32110196641312,0.53866039085485,0.09139340313083,0.01237744001101,-0.05,0.3,0.0,-0.3182,0.777,0.223
vishwa91,Tommorrow huge fall is expected in this counter because results are not good. in banking industry results are not viewed in the basis of profit made. but it is viewed on the basis asset quality and NPA or GNPA.,2019-07-17 06:15:00,0.15282755830966,0.57251917125599,0.22546577587433,0.03397065189414,0.015216842665879996,-0.016666666666666646,0.6333333333333334,0.157,0.6306,0.804,0.039
pickles1976,"I am not sure whether a serious investor will like to take any position in Yes Bank given so much uncertainty around its future... it`s anybody`s guess whether provisions will increase or decrease in q2... So, why bother investing hard earn... ",2019-07-17 06:15:00,0.20086360587468,0.62929912848001,0.14579639039316,0.01672441097559,0.00731646427656,-0.13499999999999998,0.4844444444444444,0.18,0.0009,0.64,0.18
Dilippandit,ram ... cricket politics n share market every one is expert ... minimum ten words,2019-07-17 06:14:00,0.07863418861686,0.27870891493717,0.17386529147111,0.36293565458401,0.10585595039085,0.0,0.0,0.145,0.29600000000000004,0.855,0.0
thinker_86,market always reacts to negative news .... all the NPA this quartet is from the one highlighted last quarter ...... wait for con call and update on q1 watch list and if no surprises it will move up from here,2019-07-17 06:13:00,0.09602223555159,0.53289267864013,0.33346907603268,0.02810378550692,0.009512224268680002,-0.15,0.2333333333333333,0.042,-0.6124,0.826,0.132
Patel_KD,apk_ram ....strongly agree with you ...getting confused....mix of opinion ..some says gap down others says gap up ... ...,2019-07-17 06:13:00,0.25589941153191,0.6489917504110501,0.08202070712205001,0.006128817777699999,0.00695931315728,-0.1555555555555556,0.2888888888888889,0.122,0.3612,0.878,0.0
MadonnaB1995,"Dear Friends, In my view, tomorrow,YES Bank to move 10% to 15% upmove..... Don`t short..... MadonnaB",2019-07-17 06:09:00,0.17385800290119,0.5865991605245899,0.20271407549589,0.02424275311936,0.01258600795897,0.0,0.3,0.289,0.6908,0.711,0.0
moneybaba007,don`t compare da profits of previous quarters and years... ppl wanted dis bank to be in profit and not in loss and wen declared profit ppl thinks vice versa dat profit is too low...just think positively b4 any analyst barks on tv dat profit... ,2019-07-17 05:47:00,0.10272079031352,0.5096829489307999,0.35859267630848995,0.02199599791499,0.0070075865322,0.030303030303030307,0.356060606060606,0.309,0.9429,0.691,0.0
hydman,reliance capital results will be good as yes bank are corelated with it... reliance capital has already fallen from 3000rs in 2008 to 55rs today... reliance capital can be value buy...confirm with your broker before buying...,2019-07-17 05:40:00,0.20197654492139,0.58392674477648,0.16454216631389001,0.030488402345699998,0.01906614164255,0.7,0.6000000000000001,0.188,0.6705,0.753,0.059
khandelwaldon,lot of difference between kapoor management and gill management style .now it started new and fresh journey in positive direction....infact company business is in moving great .... capital infusion already in process any time news will be a... ,2019-07-17 05:40:00,0.05595151931545,0.3426207964885201,0.40608450198999,0.16810080414376002,0.027242378062279998,0.3659090909090909,0.5625,0.222,0.875,0.778,0.0
Basuk,"This stock has the potential of a multibagger. Turn around in profit, PE investors waiting with money bag, a competent leader at helm, NBFC story making turnaround and an underbanked country, perfect recipe for growth. Start SIP for next on... ",2019-07-17 05:40:00,0.04188994852483,0.29783661869553996,0.4446153365219601,0.19588325195817002,0.019774844299490002,0.375,0.6666666666666666,0.253,0.8885,0.747,0.0
cmantri,"Now several rating agencies will again comeup with their new views, and the market will start dancing accordingly. Have faith. Pls dont believe rumors. yb is trying hard for its recovery..",2019-07-17 05:40:00,0.06905465023252,0.24959268384773,0.21789342366144002,0.3574378635689601,0.10602137868935001,-0.051767676767676775,0.33207070707070696,0.122,0.4019,0.836,0.042
wiseInvest01,"Yes Bank Q1 profit falls 91% on high provisions, NPA spikes with gross slippages at Rs 6,232 cr http://www.moneycontrol.com/news/business/earnings/yes-bank-back-in-black-in-q1-npa-spikes-with-gross-slippages-at-rs-6232-cr-4216191.html",2019-07-17 05:39:00,0.17792188504143,0.5688977197815601,0.22506305493728002,0.017243835436040002,0.01087350480369,0.08,0.27,0.227,0.3612,0.648,0.126
aaaashuu,"ET -IN morning states-will it be second-stright loss for bank?""and when result shows profit of 113 cr -stating ET analyst thoght for 176 cr profit? this media and all just .........totaly bias and and only money eater",2019-07-17 05:38:00,0.06780486853294,0.6971650282203199,0.21788294608110997,0.01270797819557,0.00443917897006,0.0,1.0,0.14400000000000002,0.5362,0.77,0.086
kailashdev,Gross NPA is already factored in. In fact the price is factoring in 20% gnpa while actual is only 5. so in few weeks we can see 150 with fund infusion news.,2019-07-17 05:38:00,0.1431770851375,0.6330096846965699,0.15808515290542,0.04412303202865,0.02160504523186,-0.05,0.30000000000000004,0.0,-0.4767,0.909,0.091
MNM55,There are more skeleton in the closet. Its coming out so for long term good but for short term more pain. Dont expect out-performance for next two quarters as more provisions needs to be done.,2019-07-17 05:38:00,0.02306176858955,0.17207718974695002,0.51947938770157,0.27108517760985,0.01429647635209,0.3071428571428571,0.4,0.049,-0.6046,0.828,0.123
skumar_2018,my intuition warned me not to buy this stock .loss averted.,2019-07-17 05:38:00,0.09678580337676,0.6575922818483101,0.22028944447581,0.0190290523158,0.00630341798332,0.0,0.0,0.0,-0.5719,0.584,0.416
Supernova,"I think this is the beginning of turn around, we should not expect overnight turnaround but gradually it will be at par with axis bank I have bought the stock for five years if it doesn`t give returns in five years then I will pass it on to... ",2019-07-17 05:34:00,0.07669685844521001,0.49828541333179,0.35834459817626,0.05674619158637,0.00992693846036,0.0,0.0,0.0,0.0,1.0,0.0
yogesh124,Prabhudas Lilladher also expects 84 percent decline in profitability. It said the bank could continue to face a challenging quarter due to rising NPAs.,2019-07-17 04:31:00,0.28250934767163,0.57096225442141,0.13264457981847,0.00642479894939,0.0074590191391,0.1875,0.6875,0.15,0.4019,0.85,0.0
chewbecca,I think yes bank will touch 40/00 no no 20 what costs on writing stupid posts,2019-07-17 04:31:00,0.09188077360175,0.53944178832604,0.30299486357627,0.05357069289317,0.01211188160277,-0.7999999999999999,1.0,0.126,-0.6249,0.512,0.363
jiyaboarder,in my view yb has accounted for all garbage. no piint in comparing past year qtr results as it had significant unprovided loans. from the qtr results i didnot notice any adverse provisioning. thats an improvement.,2019-07-17 04:31:00,0.14474021964347,0.65309262267778,0.1620628559346,0.0294181477259,0.01068615401824,0.0625,0.5625,0.119,0.0258,0.765,0.116
cnbcbullettin,a profit making company`s share nose dived 75% hats off to the indian stock market,2019-07-17 04:29:00,0.09028323558928,0.52777247904091,0.27086851842377,0.08707699747430997,0.02399876947173,0.0,0.0,0.298,0.6249,0.7020000000000001,0.0
Deeps1111,"Not bad results at all, as per experts recovery was 3-4 quaters away but now it feels like its just 1-2 quaters away. Lets wait for Mr. Gills commentary",2019-07-17 04:29:00,0.50701700174172,0.37594501483425,0.10167309720575,0.00511671663986,0.01024816957842,0.3499999999999999,0.6666666666666666,0.161,0.634,0.8390000000000001,0.0
92393abc,LOAN GROWTH Down😁😁😁 Gross NPA UP😁😁😁 NET NPA up 😁😁😁 New provisions of 1000 crore😁😁😁 Slippages up by 4000 crore 😅😁😁 😁 SELL NO BANK TARGET 9,2019-07-17 04:29:00,0.5142861401865301,0.42835409163063,0.04383944527253,0.00319854811147,0.01032177479884,0.04545454545454545,0.15151515151515152,0.165,0.0772,0.6779999999999999,0.157
dangel,very poor result ... Now yes bank will touch 80 soon...,2019-07-17 04:29:00,0.0990044851816,0.5155567114187299,0.27212147545893,0.08861268028979,0.02470464765095,-0.52,0.78,0.179,-0.1761,0.596,0.225
lootloshare,cheer. tommorrw it will at least 120 .result has been discounted in this price,2019-07-17 04:28:00,0.00488703700257,0.01847129779067,0.10218487938251,0.8310160964848601,0.04344068933938,-0.3,0.4,0.273,0.5423,0.727,0.0
saonara100,Increase in NPA was expected. Good point is that bank made 113 crore profit against 1500 crore loss in last quarter. CAR at 15.5 . Bad result was expected but looks like this result has lot of silver lining. With infusion of PE money it sho... ,2019-07-17 04:21:00,0.06712213295629,0.5190652689870999,0.3383323216974,0.05985461479799,0.01562566156123,-0.039999999999999966,0.4266666666666665,0.17,0.5994,0.754,0.075
sijitendrasinghrocking,let`s see Tomorrow morning opening at 115 results awesome profit is above 100 crores .last time loss 1500 crores this time profit means no negative quarter again.slowly slowly improving.it fall from 400 so 180-200 on cards before next resul... ,2019-07-17 04:21:00,0.06642388067452999,0.36017843456771004,0.35378059727718,0.18461030339943,0.03500678408115,0.16999999999999998,0.38,0.194,0.4019,0.6459999999999999,0.16
NMG21771,net profit is 113 crores in this quarter and notes increased,2019-07-17 04:10:00,0.11096415119848,0.6263482547819399,0.19932163887110002,0.04669874288176999,0.01666721226672,0.0,0.0,0.35700000000000004,0.6124,0.643,0.0
